Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
Improving the Accuracy and Comprehensibility of XAI Explanations,International Conference on Technology Advances for Green Solutions and Sustainable Development,,,,10.1007/978-3-031-94997-5_26,JanviRhythm ChoudharyManoj Kumar,2025,https://link.springer.com/chapter/10.1007/978-3-031-94997-5_26,Conference paper
Testing,A Concise Introduction to Software Engineering,,,,10.1007/978-3-031-74318-4_7,Pankaj Jalote,2025,https://link.springer.com/chapter/10.1007/978-3-031-74318-4_7,Chapter
User Modeling in&#xa0;Human-Centered AI,Human-Centered AI: An Illustrated Scientific Quest,,,,10.1007/978-3-031-61375-3_6,Eelco HerderJudith Masthoff,2025,https://link.springer.com/chapter/10.1007/978-3-031-61375-3_6,Chapter
SustainScrum: integrating sustainability assessment in a tailored Scrum process for computing quantitative sustainability indicators,Software and Systems Modeling,,,,10.1007/s10270-025-01266-5,Alexandra Mazak-HuemerMichael VierhauserIris Groher,2025,https://link.springer.com/article/10.1007/s10270-025-01266-5,Article
"Areas of Application, Challenges, and Consequences of Generative AI: A Consideration Model",Intelligent IT Solutions to Promote Indigenous Innovations,,,,10.1007/978-981-96-3936-6_31,Charl SmithMarie HattinghMachdel Matthee,2025,https://link.springer.com/chapter/10.1007/978-981-96-3936-6_31,Conference paper
Applications,Natural Language Generation,,,,10.1007/978-3-031-68582-8_7,Ehud Reiter,2025,https://link.springer.com/chapter/10.1007/978-3-031-68582-8_7,Chapter
Introduction,The Design of Human-Centered Artificial Intelligence for the Workplace,,,,10.1007/978-3-031-83512-4_1,Constantinos K. CoursarisJoerg BeringerPierre-Majorique LégerBurak Öz,2025,https://link.springer.com/chapter/10.1007/978-3-031-83512-4_1,Chapter
Introduction,Artificial Intelligence and Games,,,,10.1007/978-3-031-83347-2_1,Georgios N. YannakakisJulian Togelius,2025,https://link.springer.com/chapter/10.1007/978-3-031-83347-2_1,Chapter
Design,A Concise Introduction to Software Engineering,,,,10.1007/978-3-031-74318-4_5,Pankaj Jalote,2025,https://link.springer.com/chapter/10.1007/978-3-031-74318-4_5,Chapter
An empirical study of manual abstraction between class diagrams and code of open-source systems,Software and Systems Modeling,,,,10.1007/s10270-025-01289-y,Wenli ZhangWeixing ZhangDaniel StrüberRegina Hebig,2025,https://link.springer.com/article/10.1007/s10270-025-01289-y,Article
A comprehensive application of FiveFold for conformation ensemble-based protein structure prediction,Scientific Reports,,,,10.1038/s41598-025-17022-0,Sarfaraz K. NiaziJiaan Yang,2025,https://link.springer.com/article/10.1038/s41598-025-17022-0,Article
Breaking the&#xa0;Cycle of&#xa0;Discrimination: Toward Gender Equity in&#xa0;Software Design,Human-Computer Interaction,,,,10.1007/978-3-031-93982-2_25,Nicola MarsdenKerstin RaudonatMonika Pröbster,2025,https://link.springer.com/chapter/10.1007/978-3-031-93982-2_25,Conference paper
AI Alignment to Enhance Production Processes Performance and Resilience,"Intelligent Production and Industry 5.0 with Human Touch, Resilience, and Circular Economy",,,,10.1007/978-3-031-77723-3_62,Daniela PopescuDiana DragomirFlorin PopișterMihai Dragomir,2025,https://link.springer.com/chapter/10.1007/978-3-031-77723-3_62,Conference paper
Artificial Intelligent Technologies to&#xa0;Support Software Engineering: A&#xa0;Survey,"Complex, Intelligent and Software Intensive Systems",,,,10.1007/978-3-031-96096-3_23,Luigi Colucci CanteAntonio EspositoMariangela GrazianoBeniamino Di Martino,2025,https://link.springer.com/chapter/10.1007/978-3-031-96096-3_23,Conference paper
Human-Centered Recommender Systems,Human-Centered AI: An Illustrated Scientific Quest,,,,10.1007/978-3-031-61375-3_11,Miguel PortazAngeles ManjarrésOlga C. Santos,2025,https://link.springer.com/chapter/10.1007/978-3-031-61375-3_11,Chapter
ChatGPT as&#xa0;a&#xa0;Fullstack Web Developer - Early Results,Agile Processes in Software Engineering and Extreme Programming – Workshops,,,,10.1007/978-3-031-48550-3_20,Pekka AbrahamssonTatu AnttilaJyri HakalaJuulia KetolaAnna KnappeDaniel LahtinenVäinö LiukkoTimo PoranenTopi-Matti RitalaManu Setälä,2024,https://link.springer.com/chapter/10.1007/978-3-031-48550-3_20,Conference paper
Splitting User Stories Into Tasks with AI - A Foe or&#xa0;an&#xa0;Ally?,Knowledge Management in Organisations,,,,10.1007/978-3-031-95901-1_11,Luka PavličReinhard BernsteinerStephan SchlöglChristian Ploder,2025,https://link.springer.com/chapter/10.1007/978-3-031-95901-1_11,Conference paper
Models for MBST Framework,Practical Systems Thinking,,,,10.1007/978-3-031-89394-0_12,Kamran Eftekhari ShahroudiSteven ConradJill SpeeceKirk ReinholtzMartin “Trae” SpanSarwat ChappellQuentin SaulterGolam M Bokhtier,2025,https://link.springer.com/chapter/10.1007/978-3-031-89394-0_12,Chapter
Toward Procedural AI Governance: Designing a Phase Model for AI Development Projects,Local Solutions for Global Challenges,,,,10.1007/978-3-031-93979-2_6,Michael WeberMartin BillerTimo Phillip BöttcherAndreas HeinHelmut Krcmar,2025,https://link.springer.com/chapter/10.1007/978-3-031-93979-2_6,Conference paper
Was weiß die Arbeitswissenschaft zu Soziotechnischer Systemgestaltung?,Zeitschrift für Arbeitswissenschaft,,,,10.1007/s41449-025-00496-z,Wolfgang KötterErnst A. HartmannErich LatniakThomas Mühlbradt,2025,https://link.springer.com/article/10.1007/s41449-025-00496-z,Article
Requirements,Natural Language Generation,,,,10.1007/978-3-031-68582-8_4,Ehud Reiter,2025,https://link.springer.com/chapter/10.1007/978-3-031-68582-8_4,Chapter
Opportunities and Limitations of AI in Human-Centered Design a Research Preview,Requirements Engineering: Foundation for Software Quality,,,,10.1007/978-3-031-57327-9_9,Anne HessThomas ImmichJill TamaniniMario BiedenbachMatthias Koch,2024,https://link.springer.com/chapter/10.1007/978-3-031-57327-9_9,Conference paper
Design Principles for&#xa0;Collaborative Generative AI Systems in&#xa0;Software Development,Design Science Research for a Resilient Future,,,,10.1007/978-3-031-61175-9_23,Johannes ChenJan Zacharias,2024,https://link.springer.com/chapter/10.1007/978-3-031-61175-9_23,Conference paper
Enhancing LLMs Contextual Knowledge with&#xa0;Ontologies for&#xa0;Personalised Food Recommendation,Web Information Systems Engineering – WISE 2024,,,,10.1007/978-981-96-0573-6_20,Ada BagoziDevis BianchiniMichele MelchioriAnisa Rula,2025,https://link.springer.com/chapter/10.1007/978-981-96-0573-6_20,Conference paper
Evaluation,Natural Language Generation,,,,10.1007/978-3-031-68582-8_5,Ehud Reiter,2025,https://link.springer.com/chapter/10.1007/978-3-031-68582-8_5,Chapter
Exploratory Test-Driven Development Study with&#xa0;ChatGPT in&#xa0;Different Scenarios,Agile Processes in Software Engineering and Extreme Programming,,,,10.1007/978-3-031-94544-1_10,Juliano Cesar PancherJorge MelegatiEduardo Martins Guerra,2025,https://link.springer.com/chapter/10.1007/978-3-031-94544-1_10,Conference paper
A Systematic Framework for Smart Product-Service System Innovation in Human-Cyber-Physical System,Human-Centric Smart Manufacturing Towards Industry 5.0,,,,10.1007/978-3-031-82170-7_6,Zuoxu WangPai Zheng,2025,https://link.springer.com/chapter/10.1007/978-3-031-82170-7_6,Chapter
Human-Centered AI Design Principles for Generative AI,Handbook of Human-Centered Artificial Intelligence,,,,10.1007/978-981-97-8440-0_74-1,Justin D. WeiszJessica HeMichael Muller,2025,https://link.springer.com/rwe/10.1007/978-981-97-8440-0_74-1,Living reference work entry
Illuminating protein space with a programmable generative model,Nature,,,,10.1038/s41586-023-06728-8,John B. IngrahamMax BaranovZak CostelloKarl W. BarberWujie WangAhmed IsmailVincent FrappierDana M. LordChristopher Ng-Thow-HingErik R. Van VlackShan TieVincent XueSarah C. CowlesAlan LeungJoão V. RodriguesClaudio L. Morales-PerezAlex M. AyoubRobin GreenKatherine PuentesFrank OplingerNishant V. PanwarFritz ObermeyerAdam R. RootAndrew L. BeamFrank J. PoelwijkGevorg Grigoryan,2023,https://link.springer.com/article/10.1038/s41586-023-06728-8,Article
AGTS: Novel automated generation of smart contract test suites for Hyperledger Fabric,Scientific Reports,,,,10.1038/s41598-025-14218-2,Lixue LiuQiqi GuWei Ke,2025,https://link.springer.com/article/10.1038/s41598-025-14218-2,Article
Designing Applications with Copilot,GitHub Copilot and AI Coding Tools in Practice,,,,10.1007/979-8-8688-1784-7_7,Nick Wienholt,2025,https://link.springer.com/chapter/10.1007/979-8-8688-1784-7_7,Chapter
Neural Networks in Ship Navigation,Gyroscopy and Navigation,,,,10.1134/S2075108725700087,N. V. KuznetsovB. S. Rivkin,2025,https://link.springer.com/article/10.1134/S2075108725700087,Article
Leveraging on&#xa0;Generative AI to&#xa0;Teach Undergraduate Software Engineering: A&#xa0;Collaborative Prompt Catalogue,Proceedings of TEEM 2023,,,,10.1007/978-981-97-1814-6_12,Juanan PereiraJuan Miguel LópezMaider AzanzaÓscar DíazXabier Garmendia,2024,https://link.springer.com/chapter/10.1007/978-981-97-1814-6_12,Conference paper
"Advances, Challenges and&#xa0;Contributions to&#xa0;Artificial Intelligence-Empowered Bio-Medical Applications",Artificial Intelligence-Empowered Bio-medical Applications,,,,10.1007/978-3-031-90174-4_12,Dimitrios P. PanagouliasGeorge A. TsihrintzisMaria Virvou,2025,https://link.springer.com/chapter/10.1007/978-3-031-90174-4_12,Chapter
Towards a New Method for Designing Manufacturing Capabilities,Digital Business and Intelligent Systems,,,,10.1007/978-3-031-63543-4_3,Anouck ChanJanis StirnaJelena ZdravkovicThomas PolacsekSimon HacksJanis GrabisClaudio Favi,2024,https://link.springer.com/chapter/10.1007/978-3-031-63543-4_3,Conference paper
Method for&#xa0;Identifying Business Goals for&#xa0;Generative Artificial Intelligence Applications Based on&#xa0;Knowledge Distribution Models and&#xa0;GQM+Strategies,Human Centred Intelligent Systems,,,,10.1007/978-981-97-8598-8_17,Hironori TakeuchiRalf-Christian HärtingShuichiro Yamamoto,2025,https://link.springer.com/chapter/10.1007/978-981-97-8598-8_17,Conference paper
Towards Sustainability of AI – Identifying Design Patterns for Sustainable Machine Learning Development,Information Systems Frontiers,,,,10.1007/s10796-024-10526-6,Daniel LeutheTim Meyer-HollatzTobias PlankAnja Senkmüller,2024,https://link.springer.com/article/10.1007/s10796-024-10526-6,Article
An AI Chatbot for&#xa0;Explaining Deep Reinforcement Learning Decisions of&#xa0;Service-Oriented Systems,Service-Oriented Computing,,,,10.1007/978-3-031-48421-6_22,Andreas MetzgerJone BartelJan Laufer,2023,https://link.springer.com/chapter/10.1007/978-3-031-48421-6_22,Conference paper
Leveraging teleological explanation to support general-purpose AI assessment,AI & SOCIETY,,,,10.1007/s00146-025-02587-1,Mattia FumagalliRoberta Ferrario,2025,https://link.springer.com/article/10.1007/s00146-025-02587-1,Article
SousLeSens - A Comprehensive Suite for&#xa0;the&#xa0;Industrial Practice of&#xa0;Semantic Knowledge Graphs,The Semantic Web,,,,10.1007/978-3-031-60635-9_10,Claude FauconnetJean-Charles LeclercArkopaul SarkarMohamed Hedi Karray,2024,https://link.springer.com/chapter/10.1007/978-3-031-60635-9_10,Conference paper
Generative AI and Systems Architecture,Analysis and Design of Next-Generation Software Architectures,,,,10.1007/978-3-031-76212-3_10,Arthur M. Langer,2025,https://link.springer.com/chapter/10.1007/978-3-031-76212-3_10,Chapter
"Digital Transformation in Project Oriented Organizations, Supported by Intelligence Ecosystems",Computational Intelligence in Engineering and Project Management,,,,10.1007/978-3-031-50495-2_11,Pedro Yobanis Piñero PérezLuis AlvaradoIliana Pérez PupoYosvani Márquez RuizPedro E. Piñero Ramírez,2024,https://link.springer.com/chapter/10.1007/978-3-031-50495-2_11,Chapter
Future Directions of the Viral Sequence Repository,"Model, Integrate, Search... Repeat",,,,10.1007/978-3-031-44907-9_12,Anna Bernasconi,2023,https://link.springer.com/chapter/10.1007/978-3-031-44907-9_12,Chapter
The Power of&#xa0;Models for&#xa0;Software Engineering,"The Combined Power of Research, Education, and Dissemination",,,,10.1007/978-3-031-73887-6_7,Ina K. Schieferdecker,2025,https://link.springer.com/chapter/10.1007/978-3-031-73887-6_7,Chapter
Evolution of Model-Based Materials Definitions,Integrating Materials and Manufacturing Innovation,,,,10.1007/s40192-024-00353-7,David U. FurrerDennis M. DimidukCharles H. Ward,2024,https://link.springer.com/article/10.1007/s40192-024-00353-7,Article
Democratized Hyper-automated Software Development,The AI-Enabled Enterprise,,,,10.1007/978-3-031-29053-4_5,Sreedhar Reddy,2023,https://link.springer.com/chapter/10.1007/978-3-031-29053-4_5,Chapter
"Modelling, Design and Simulation as-a-Service Based on Extended Reality (XR) in Industry 4.0",CIRP Novel Topics in Production Engineering: Volume 1,,,,10.1007/978-3-031-54034-9_4,Dimitris MourtzisS. K. OngXi Vincent WangNikos PanopoulosRainer StarkLihui Wang,2024,https://link.springer.com/chapter/10.1007/978-3-031-54034-9_4,Chapter
ChatGPT as a Full-Stack Web Developer,Generative AI for Effective Software Development,,,,10.1007/978-3-031-55642-5_9,Väinö LiukkoAnna KnappeTatu AnttilaJyri HakalaJuulia KetolaDaniel LahtinenTimo PoranenTopi-Matti RitalaManu SetäläHeikki HämäläinenPekka Abrahamsson,2024,https://link.springer.com/chapter/10.1007/978-3-031-55642-5_9,Chapter
Software Architecture,A Concise Introduction to Software Engineering,,,,10.1007/978-3-031-74318-4_4,Pankaj Jalote,2025,https://link.springer.com/chapter/10.1007/978-3-031-74318-4_4,Chapter
Automatic transcription system for parliamentary debates in the context of assembly of the republic of Portugal,International Journal of Speech Technology,,,,10.1007/s10772-024-10126-4,Pedro NascimentoJoão C. FerreiraFernando Batista,2024,https://link.springer.com/article/10.1007/s10772-024-10126-4,Article
"ChatGPT, AI-generated content, and engineering management",Frontiers of Engineering Management,,,,10.1007/s42524-023-0289-6,Zuge YuYeming Gong,2024,https://link.springer.com/article/10.1007/s42524-023-0289-6,Article
Navigating the European Union Artificial Intelligence Act for Healthcare,npj Digital Medicine,,,,10.1038/s41746-024-01213-6,Felix BuschJakob Nikolas KatherChristian JohnerMarina MoserDaniel TruhnLisa C. AdamsKeno K. Bressem,2024,https://link.springer.com/article/10.1038/s41746-024-01213-6,Article
From Fragmentation to&#xa0;Focus: How AI Can Assist Researchers in&#xa0;Academic Writing,Human-Computer Interaction,,,,10.1007/978-3-031-93838-2_4,Aline MangoldLudwig GawerSusanne WeinholdJuliane ZietzLouisa Gawer,2025,https://link.springer.com/chapter/10.1007/978-3-031-93838-2_4,Conference paper
Inference of access policies through static analysis,International Journal on Software Tools for Technology Transfer,,,,10.1007/s10009-024-00777-8,Giacomo ZanattaGianluca CaiazzaPietro FerraraLuca Negrini,2024,https://link.springer.com/article/10.1007/s10009-024-00777-8,Article
Generative AI,Business & Information Systems Engineering,,,,10.1007/s12599-023-00834-7,Stefan FeuerriegelJochen HartmannChristian JanieschPatrick Zschech,2023,https://link.springer.com/article/10.1007/s12599-023-00834-7,Article
Advancing Water Quality Monitoring in Lentic Ecosystems: Innovations for Freshwater Protection,Earth Systems and Environment,,,,10.1007/s41748-025-00850-5,Yaneth A. Bustos-TerronesAlberto Quevedo-CastroErick R. BandalaTonni Agustiono KurniawanJuan G. Loaiza,2025,https://link.springer.com/article/10.1007/s41748-025-00850-5,Article
Software Optimization for Generative AI,Optimizing Generative AI Workloads for Sustainability,,,,10.1007/979-8-8688-0917-0_4,Ishneet Kaur DuaParth Girish Patel,2024,https://link.springer.com/chapter/10.1007/979-8-8688-0917-0_4,Chapter
BAB Framework – Towards an Extensible Software Platform for AI-Augmented Process Aware Business Information Systems,Disruptive Information Technologies for a Smart Society,,,,10.1007/978-3-031-71419-1_18,Borivoj BogdanovićĐorđe ObradovićMilan SegedinacZora Konjović,2024,https://link.springer.com/chapter/10.1007/978-3-031-71419-1_18,Conference paper
Transforming Software Development: From Traditional Methods to Generative Artificial Intelligence,Boosting Software Development Using Machine Learning,,,,10.1007/978-3-031-88188-6_1,Tirimula Rao BenalaSatchidananda Dehuri,2025,https://link.springer.com/chapter/10.1007/978-3-031-88188-6_1,Chapter
Exploring Architectural Design Decisions in&#xa0;Mailing Lists and&#xa0;Their Traceability to&#xa0;Issue Trackers,Software Architecture,,,,10.1007/978-3-031-70797-1_20,Mohamed Soliman,2024,https://link.springer.com/chapter/10.1007/978-3-031-70797-1_20,Conference paper
"Circulise4LCE, a model-driven sustainability development framework for local circular economy engineering and simulation",Software and Systems Modeling,,,,10.1007/s10270-025-01314-0,Yves WauteletXavier Rouget,2025,https://link.springer.com/article/10.1007/s10270-025-01314-0,Article
Agile model-driven re-engineering,Innovations in Systems and Software Engineering,,,,10.1007/s11334-024-00568-z,Kevin LanoHoward HaughtonZiwen YuanHessa Alfraihi,2024,https://link.springer.com/article/10.1007/s11334-024-00568-z,Article
Modelling guidance in software engineering: a systematic literature review,Software and Systems Modeling,,,,10.1007/s10270-023-01117-1,Shalini ChakrabortyGrischa Liebel,2023,https://link.springer.com/article/10.1007/s10270-023-01117-1,Article
Einsatz von generativer KI in der Unternehmenskommunikation,Das 1x1 der Unternehmenskommunikation,,,,10.1007/978-3-658-49233-5_2,Mirco Hillmann,2025,https://link.springer.com/chapter/10.1007/978-3-658-49233-5_2,Chapter
Evolution modeling of product families for innovative design: a dynamic network-based approach,Journal of Intelligent Manufacturing,,,,10.1007/s10845-025-02756-5,Zhenchong MoHaoran CuiJiahuan HuangYan Yan,2025,https://link.springer.com/article/10.1007/s10845-025-02756-5,Article
‘Overtaking on the Curve’? Defense AI in China,The Very Long Game,,,,10.1007/978-3-031-58649-1_21,John Lee,2024,https://link.springer.com/chapter/10.1007/978-3-031-58649-1_21,Chapter
Design of explanation user interfaces for interactive machine learning using the example of a knowledge graph-based approach to explainable process analysis,Requirements Engineering,,,,10.1007/s00766-025-00437-6,Anne FüßlVolker Nissen,2025,https://link.springer.com/article/10.1007/s00766-025-00437-6,Article
Plug and Produce — a review and future trend,The International Journal of Advanced Manufacturing Technology,,,,10.1007/s00170-024-14379-w,Mahmood Reza KhabbaziFredrik DanielssonBassam MassouhBengt Lennartson,2024,https://link.springer.com/article/10.1007/s00170-024-14379-w,Article
"Exploring Gender Bias In Remote Pair Programming Among Software Engineering Students: The <Emphasis FontCategory=""NonProportional"">twincode</Emphasis> Original Study And First External Replication",Empirical Software Engineering,,,,10.1007/s10664-023-10416-6,Amador Durán ToroPablo FernándezBeatriz BernárdezNathaniel WeinmanAslıhan AkalınArmando Fox,2024,https://link.springer.com/article/10.1007/s10664-023-10416-6,Article
A Domain-Specific Modeling Method for&#xa0;Designing Conversational Agents for&#xa0;Coaching: A Case from&#xa0;Health Coaching,"Enterprise, Business-Process and Information Systems Modeling",,,,10.1007/978-3-031-95397-2_27,Charuta PandeHans-Georg FillKnut Hinkelmann,2025,https://link.springer.com/chapter/10.1007/978-3-031-95397-2_27,Conference paper
Transformative Marketing with Artificial Intelligence,Transformative Marketing,,,,10.1007/978-3-031-59637-7_3,V. KumarPhilip Kotler,2024,https://link.springer.com/chapter/10.1007/978-3-031-59637-7_3,Chapter
"The impact of AI Literacy, perception of technology, and student engagement on academic performance in GenAI-Supported learning: a study based on FsQCA and NCA methods",Education and Information Technologies,,,,10.1007/s10639-025-13831-y,Xinghan YinJunmin YeShuang YuHonghui LiQingtang Liu,2025,https://link.springer.com/article/10.1007/s10639-025-13831-y,Article
From user needs to AI solutions: a human-centered design approach for AI-powered virtual teamwork competency training,International Journal of Educational Technology in Higher Education,,,,10.1186/s41239-025-00551-z,Wenjie HuCecilia Ka Yuk Chan,2025,https://link.springer.com/article/10.1186/s41239-025-00551-z,Article
Fairness-aware machine learning engineering: how far are we?,Empirical Software Engineering,,,,10.1007/s10664-023-10402-y,Carmine FerraraGiulia SellittoFilomena FerrucciFabio PalombaAndrea De Lucia,2023,https://link.springer.com/article/10.1007/s10664-023-10402-y,Article
A-ESA Modeling Styles,Mastering Enterprise Solution Modeling,,,,10.1007/979-8-8688-0992-7_5,Sean (Chunhong) Gu,2024,https://link.springer.com/chapter/10.1007/979-8-8688-0992-7_5,Chapter
Stakeholder barriers and facilitators to mental health service integration: a qualitative study using the theoretical domains framework,BMC Health Services Research,,,,10.1186/s12913-025-13818-y,Adam SearbyDianna BurrAlison M. Hutchinson,2025,https://link.springer.com/article/10.1186/s12913-025-13818-y,Article
Teaching Theorizing in Software Engineering Research,Handbook on Teaching Empirical Software Engineering,,,,10.1007/978-3-031-71769-7_3,Klaas-Jan Stol,2024,https://link.springer.com/chapter/10.1007/978-3-031-71769-7_3,Chapter
"Program Management, Business Intelligence, and Reporting",Empowering the Public Sector with Generative AI,,,,10.1007/979-8-8688-0473-1_8,Sanjeev PulapakaSrinath GodavarthiDr. Sherry Ding,2024,https://link.springer.com/chapter/10.1007/979-8-8688-0473-1_8,Chapter
Teaching Exploration of Artificial Intelligence Courses on the Basis of the OBE Concept,Computer Science and Educational Informatization,,,,10.1007/978-981-96-3738-6_22,Min Zhang,2025,https://link.springer.com/chapter/10.1007/978-981-96-3738-6_22,Conference paper
Deploying Stochastic Systems,MLOps Lifecycle Toolkit,,,,10.1007/978-1-4842-9642-4_7,Dayne Sorvisto,2023,https://link.springer.com/chapter/10.1007/978-1-4842-9642-4_7,Chapter
Case Studies: Lessons Learned from Other Companies,Data-Driven Customer Engagement,,,,10.1007/978-3-031-64295-1_13,Ralf Strauss,2024,https://link.springer.com/chapter/10.1007/978-3-031-64295-1_13,Chapter
Integrating Ontologies and&#xa0;Cognitive Conversational Agents in&#xa0;On2Conv,Multi-Agent Systems,,,,10.1007/978-3-031-43264-4_5,Zeinab Namakizadeh EsfahaniDébora Cristina EngelmannAngelo FerrandoMassimiliano MargaroneViviana Mascardi,2023,https://link.springer.com/chapter/10.1007/978-3-031-43264-4_5,Conference paper
Harnessing Large Language Models for Education: A Framework for Designing Effective Pedagogical AI Agents,E-Learning and Enhancing Soft Skills,,,,10.1007/978-3-031-82243-8_2,Nian-Shing Chen,2025,https://link.springer.com/chapter/10.1007/978-3-031-82243-8_2,Chapter
Gamification of conceptual modeling education with UML class diagrams: an experimental analysis,Software and Systems Modeling,,,,10.1007/s10270-025-01282-5,Giacomo GaraccioneRiccardo CoppolaLuca ArditoMarco Torchiano,2025,https://link.springer.com/article/10.1007/s10270-025-01282-5,Article
"Learner models: design, components, structure, and modelling",User Modeling and User-Adapted Interaction,,,,10.1007/s11257-025-09434-4,Felix BöckMichaela OchsAndreas HenrichDieter LandesJochen L. LeidnerYvonne Sedelmaier,2025,https://link.springer.com/article/10.1007/s11257-025-09434-4,Article
Measuring the impact of human—AI collaboration on knowledge diffusion in new product development projects,Frontiers of Engineering Management,,,,10.1007/s42524-025-4210-3,Ying HanQing YangXingqi ZouPingye TianYang FengTao Yao,2025,https://link.springer.com/article/10.1007/s42524-025-4210-3,Article
Operationalising ethical AI governance: a triadic framework for the European AI act,AI and Ethics,,,,10.1007/s43681-025-00882-7,Joffrey Baeyaert,2025,https://link.springer.com/article/10.1007/s43681-025-00882-7,Article
Organization,Management in a Dynamic Environment,,,,10.1007/978-3-658-45116-5_6,Rico Baldegger,2025,https://link.springer.com/chapter/10.1007/978-3-658-45116-5_6,Chapter
From Automation to Autonomy Through AI: Enabling and Retaining Human Controllability,Handbook of Human-Centered Artificial Intelligence,,,,10.1007/978-981-97-8440-0_5-1,David Kaber,2025,https://link.springer.com/rwe/10.1007/978-981-97-8440-0_5-1,Living reference work entry
"Modelling, Reductionism and the Implications for Digital Twins","Model Order Reduction for Design, Analysis and Control of Nonlinear Vibratory Systems",,,,10.1007/978-3-031-67499-0_1,David J. Wagg,2025,https://link.springer.com/chapter/10.1007/978-3-031-67499-0_1,Chapter
ESICM LIVES 2025,Intensive Care Medicine Experimental,,,,10.1186/s40635-025-00797-x,,2025,https://link.springer.com/article/10.1186/s40635-025-00797-x,Article
Perspective: A Novel Resilient Cybersecurity Management System for Connected and Automated Vehicles,Automotive Innovation,,,,10.1007/s42154-025-00355-x,Haoran GuangYongling HeBowen ZhengWeifeng GongYi ShiHao WuYaoguang CaoShichun YangHamid Reza Karimi,2025,https://link.springer.com/article/10.1007/s42154-025-00355-x,Article
30th Annual Conference of the International Society for Quality of Life Research,Quality of Life Research,,,,10.1007/s11136-023-03530-x,,2023,https://link.springer.com/article/10.1007/s11136-023-03530-x,Article
Data Processing at KAGUYA Operation and Analysis Center,Space Science Reviews,,,,10.1007/s11214-010-9670-y,Hirokazu HoshinoYukio YamamotoShin-ichi SobueKatsuhide YonekuraMina OgawaYasunori IwanaKai MatsuiHayato OkumuraManabu Kato,2010,https://link.springer.com/article/10.1007/s11214-010-9670-y,Article
E-Government Interoperability Framework: A Case Study in a Developing Country,Comparative E-Government,,,,10.1007/978-1-4419-6536-3_32,Pavel ShvaikoAdolfo VillafioritaAlessandro ZorerLourino ChemaneTeotonio Fumo,2010,https://link.springer.com/chapter/10.1007/978-1-4419-6536-3_32,Chapter
eGIF4M: eGovernment Interoperability Framework for Mozambique,Electronic Government,,,,10.1007/978-3-642-03516-6_28,Pavel ShvaikoAdolfo VillafioritaAlessandro ZorerLourino ChemaneTeotónio FumoJussi Hinkkanen,2009,https://link.springer.com/chapter/10.1007/978-3-642-03516-6_28,Conference paper
Automated Model Transformations Using the C.C Language,Advances in Enterprise Engineering I,,,,10.1007/978-3-540-68644-6_10,Vojtěch MerunkaOldřich NouzaJiří Brožek,2008,https://link.springer.com/chapter/10.1007/978-3-540-68644-6_10,Conference paper
Integrated Mechanical Electronic Systems,Mechatronic Systems,,,,10.1007/1-84628-259-4_1,,2005,https://link.springer.com/chapter/10.1007/1-84628-259-4_1,Chapter
Abstracts Scientific Papers Honorary Lectures Categorical Courses Workshops State-of-the-Art Symposia,European Radiology,,,,10.1007/BF03323585,,1999,https://link.springer.com/article/10.1007/BF03323585,Article
Fuzzy Sets in Engineering Design,Practical Applications of Fuzzy Technologies,,,,10.1007/978-1-4615-4601-6_2,Erik K. AntonssonHans-Jürgen Sebastian,1999,https://link.springer.com/chapter/10.1007/978-1-4615-4601-6_2,Chapter
Modularization and abstraction: The keys to practical formal verification,Mathematical Foundations of Computer Science 1998,,,,10.1007/BFb0055757,Yonit KestenAmir Pnueli,1998,https://link.springer.com/chapter/10.1007/BFb0055757,Conference paper
H,Fiber Optics Standard Dictionary,,,,10.1007/978-1-4615-6023-4_8,Martin H. Weik,1997,https://link.springer.com/chapter/10.1007/978-1-4615-6023-4_8,Chapter
I,Fiber Optics Standard Dictionary,,,,10.1007/978-1-4615-6023-4_9,Martin H. Weik,1997,https://link.springer.com/chapter/10.1007/978-1-4615-6023-4_9,Chapter
L,Fiber Optics Standard Dictionary,,,,10.1007/978-1-4615-6023-4_12,Martin H. Weik,1997,https://link.springer.com/chapter/10.1007/978-1-4615-6023-4_12,Chapter
Concurrent semantics for structured design methods,Software Engineering for Parallel and Distributed Systems,,,,10.1007/978-0-387-34984-8_14,P. A. NixonL. Shi,1996,https://link.springer.com/chapter/10.1007/978-0-387-34984-8_14,Chapter
Dictionary German — English,Wörterbuch der Datentechnik / Dictionary of Computing,,,,10.1007/978-3-642-80131-0_2,Vittorio Ferretti,1996,https://link.springer.com/chapter/10.1007/978-3-642-80131-0_2,Chapter
Wörterverzeichnis Deutsch — Englisch,Wörterbuch der Datentechnik / Dictionary of Computing,,,,10.1007/978-3-642-80131-0_1,Vittorio Ferretti,1996,https://link.springer.com/chapter/10.1007/978-3-642-80131-0_1,Chapter
"System, Market and Regulatory Aspects for Satellite Personal Communications",Mobile and Personal Satellite Communications,,,,10.1007/978-1-4471-3023-9_1,Fulvio Ananasso,1995,https://link.springer.com/chapter/10.1007/978-1-4471-3023-9_1,Conference paper
